,db_count,db_score,im_count,im_score,name,roi,roi_count
2091,2,5.82202163668,2,6.94885567336,Kiersey Clemons,2.03803357143,2
2092,1,7.07887197376,1,6.99319740265,Chad Lowe,1.0550495,1
2093,1,5.97284367713,1,6.54978010973,Kevin Peter Hall,0.876268942857,1
2094,1,7.98380421646,1,7.17056431982,Frederic Forrest,3.43529411765,1
2095,4,5.79688462994,4,6.63846356831,Theo James,1.11164928848,4
2096,1,7.88325618949,1,7.61398161274,Peter Spellos,0.844118222222,1
2097,2,4.41434925916,2,4.33269364513,Robin Shou,0.841630683333,2
2098,1,6.87777591983,1,6.28372973398,John Gatins,0.460953725,1
2099,1,7.68216013556,1,5.92899589964,Susie Essman,0.252304090909,1
2100,2,7.02859796028,2,6.63846356831,Eddie Deezen,1.09996136134,2
2101,1,6.87777591983,1,6.7271470269,Daniel Lapaine,0.4045726,1
2102,1,6.77722789286,1,7.7913485299,Megan Burns,5.632986125,1
2103,1,7.07887197376,1,6.54978010973,Howard Morris,8.725,1
2104,1,7.17942000073,1,7.70266507132,June Foray,1.34020447778,1
2105,1,7.07887197376,1,5.66294552389,Jonathan Hyde,0.9521939,1
2106,1,6.17393973107,1,6.54978010973,Michael J. Pollard,0.775831714286,1
2107,1,6.27448775803,3,6.40197434542,Konstantin Khabenskiy,0.354161190476,1
2108,6,7.12914598724,8,6.93777024103,Joe Lo Truglio,4.19381572541,6
2109,1,8.08435224342,2,7.12622259052,Janet McTeer,4.10633333333,1
2110,2,6.27448775803,3,5.84031244106,Dyan Cannon,1.46047084444,3
2111,3,6.44206780298,3,6.7271470269,Tom Cullen,1.31851455952,3
2112,3,6.81074390185,3,6.01767935822,Martin Donovan,0.593703589683,3
2113,1,6.27448775803,2,5.30821168955,Jere Burns,1.20993470449,1
2114,1,6.375035785,1,7.34793123698,Emmanuelle Béart,0.384553125,1
2115,1,7.68216013556,1,7.7913485299,Ian Mune,5.73685714286,1
2116,9,6.74371188387,9,6.8749527912,Lili Taylor,1.91381106802,9
2117,2,6.72695387938,2,6.59412183902,Chris Marquette,0.58357776,1
2118,3,6.47558381196,3,6.16548512253,Gillian Jacobs,1.40474964418,3
2119,1,7.07887197376,1,6.99319740265,Annet Mahendru,0.631431212121,1
2120,8,7.14171449062,8,6.93777024103,Beth Grant,2.66111555209,8
2121,15,6.70349267309,15,6.94589955807,Sam Shepard,0.804229756303,11
2122,1,7.78270816253,2,7.08188086123,Shannen Fields,101.74663,1
2123,1,5.4701035423,1,6.28372973398,Natasha Calis,3.50873707143,1
2124,1,5.67119959624,1,6.10636281681,Chi Muoi Lo,0.8481869,1
2125,31,7.28645499718,31,7.3393489668,Denzel Washington,1.55706574309,31
2126,10,6.72695387938,11,6.29985399917,Nathan Lane,1.33112974903,11
2127,1,6.27448775803,1,6.10636281681,Tom Sizemore,0.249617785714,1
2128,2,7.43079006814,2,7.43661469557,Lubna Azabal,1.00839647059,1
2129,1,6.17393973107,1,6.46109665114,Stark Sands,0.529978869565,1
2130,1,7.58161210859,1,7.52529815415,Bruce Thomas,0.432084325,1
2131,1,7.98380421646,1,7.61398161274,Simon Baron-Cohen,0.9749,1
2132,2,7.22969401421,2,7.17056431982,Francis Capra,0.289971607143,1
2133,3,6.6766798659,3,6.81583048548,Phil LaMarr,6.91453756667,2
2134,1,6.77722789286,1,7.52529815415,Rick Fox,2.496301,1
2135,8,6.6766798659,10,6.96659236507,Frances Fisher,1.83625546641,9
2136,3,6.91129192882,3,6.66802472117,Erick Avari,1.30042656538,2
2137,4,7.4056530614,4,6.971026538,Ayelet Zurer,0.783008224762,2
2138,1,6.6766798659,1,7.34793123698,Reba McEntire,1.51518945455,1
2139,1,6.0733917041,2,5.48557860672,Tiya Sircar,0.4509154,1
2140,1,7.58161210859,1,6.81583048548,Matthew Cowles,0.02411,1
2141,1,8.18490027039,2,6.7271470269,Anil Kapoor,4.72697316667,2
2142,1,8.28544829736,1,7.7913485299,Tom Hamann,0.287761,1
2143,1,6.47558381196,1,7.08188086123,Alexia Fast,0.03726375,1
2144,7,6.64795185819,9,6.57934126259,Omar Epps,1.42686082324,9
2145,1,6.77722789286,1,6.46109665114,Rick Aviles,0.504264114286,1
2146,7,6.92086793139,7,6.96785927162,Kurtwood Smith,1.86049566868,6
2147,7,6.6766798659,7,6.65113263382,Robert Pattinson,2.77193290637,7
2148,2,6.52585782545,2,7.12622259052,Bruce Altman,1.55770600952,2
